      Iter       Train Loss      OOB Improve   Remaining Time 
         7           1.2769           0.0147            0.14s
         8           1.2661           0.0179            0.13s
         9           1.2506           0.0028            0.12s
        10           1.2420           0.0225            0.10s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3602           0.0146            0.24s
         2           1.3441           0.0087            0.23s
         3           1.3282           0.0084            0.21s
         4           1.3165           0.0194            0.19s
         5           1.3021           0.0106            0.18s
         6           1.2895           0.0148            0.18s
         7           1.2760           0.0112            0.15s
         8           1.2629           0.0118            0.14s
         9           1.2521           0.0171            0.11s
        10           1.2406           0.0143            0.10s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3578           0.0145            0.17s
         2           1.3432           0.0128            0.19s
         3           1.3295           0.0146            0.19s
         4           1.3152           0.0112            0.18s
         5           1.3036           0.0186            0.13s
         6           1.2909           0.0139            0.13s
         7           1.2766           0.0085            0.13s
         8           1.2652           0.0160            0.11s
         9           1.2519           0.0098            0.10s
        10           1.2406           0.0143            0.08s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3575           0.0144            0.24s
         2           1.3432           0.0133            0.22s
         3           1.3290           0.0116            0.20s
         4           1.3172           0.0241            0.19s
         5           1.3036           0.0118            0.20s
         6           1.2890           0.0042            0.20s
         7           1.2768           0.0161            0.18s
         8           1.2640           0.0120            0.15s
         9           1.2543           0.0264            0.13s
        10           1.2400          -0.0005            0.11s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3567           0.0147            0.47s
         2           1.3432           0.0190            0.33s
         3           1.3300           0.0183            0.27s
         4           1.3156           0.0101            0.24s
         5           1.3028           0.0167            0.21s
         6           1.2897           0.0138            0.21s
         7           1.2767           0.0123            0.18s
         8           1.2640           0.0124            0.16s
         9           1.2515           0.0122            0.14s
        10           1.2390           0.0107            0.13s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3571           0.0144            0.32s
         2           1.3434           0.0167            0.28s
         3           1.3302           0.0178            0.23s
         4           1.3164           0.0127            0.21s
         5           1.3024           0.0098            0.19s
         6           1.2905           0.0200            0.17s
         7           1.2767           0.0071            0.16s
         8           1.2639           0.0113            0.14s
         9           1.2525           0.0176            0.12s
        10           1.2397           0.0080            0.11s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3572           0.0147            0.22s
         2           1.3447           0.0295            0.28s
         3           1.3306           0.0113            0.28s
         4           1.3163           0.0070            0.26s
         5           1.3023           0.0075            0.23s
         6           1.2893           0.0138            0.20s
         7           1.2781           0.0275            0.17s
         8           1.2650           0.0084            0.15s
         9           1.2515           0.0014            0.14s
        10           1.2401           0.0176            0.12s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3584           0.0141            0.24s
         2           1.3433           0.0069            0.22s
         3           1.3291           0.0126            0.21s
         4           1.3155           0.0142            0.22s
         5           1.3024           0.0163            0.20s
         6           1.2900           0.0201            0.18s
         7           1.2775           0.0174            0.17s
         8           1.2626          -0.0080            0.15s
         9           1.2504           0.0148            0.13s
        10           1.2385           0.0148            0.11s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3585           0.0145            0.24s
         2           1.3437           0.0087            0.34s
         3           1.3309           0.0236            0.31s
         4           1.3169           0.0101            0.31s
         5           1.3032           0.0101            0.28s
         6           1.2893           0.0060            0.24s
         7           1.2768           0.0153            0.20s
         8           1.2643           0.0125            0.17s
         9           1.2520           0.0124            0.15s
        10           1.2402           0.0147            0.12s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3586           0.0145            0.28s
         2           1.3457           0.0158            0.38s
         3           1.3300           0.0111            0.47s
         4           1.3163           0.0135            0.50s
         5           1.3020           0.0119            0.44s
         6           1.2913           0.0165            0.49s
         7           1.2760           0.0093            0.46s
         8           1.2657           0.0158            0.41s
         9           1.2523           0.0108            0.39s
        10           1.2387           0.0100            0.37s
        20           1.1302           0.0113            0.18s
        30           1.0397           0.0102            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3595           0.0145            0.32s
         2           1.3437           0.0120            0.41s
         3           1.3299           0.0141            0.42s
         4           1.3179           0.0164            0.42s
         5           1.3055           0.0148            0.32s
         6           1.2888           0.0080            0.39s
         7           1.2774           0.0150            0.38s
         8           1.2658           0.0143            0.36s
         9           1.2520           0.0105            0.31s
        10           1.2385           0.0105            0.30s
        20           1.1275           0.0038            0.18s
        30           1.0424           0.0143            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3599           0.0145            0.00s
         2           1.3455           0.0138            0.24s
         3           1.3283           0.0091            0.37s
         4           1.3180           0.0186            0.34s
         5           1.3021           0.0096            0.35s
         6           1.2916           0.0168            0.32s
         7           1.2766           0.0094            0.31s
         8           1.2647           0.0135            0.31s
         9           1.2503           0.0093            0.31s
        10           1.2419           0.0174            0.30s
        20           1.1322           0.0168            0.18s
        30           1.0412           0.0092            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3582           0.0144            0.49s
         2           1.3455           0.0174            0.49s
         3           1.3305           0.0111            0.47s
         4           1.3145           0.0079            0.45s
         5           1.3022           0.0160            0.43s
         6           1.2907           0.0169            0.43s
         7           1.2787           0.0148            0.44s
         8           1.2638           0.0070            0.41s
         9           1.2528           0.0157            0.39s
        10           1.2371           0.0039            0.37s
        20           1.1321           0.0108            0.19s
        30           1.0381           0.0076            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3596           0.0144            0.48s
         2           1.3446           0.0125            0.49s
         3           1.3296           0.0115            0.48s
         4           1.3161           0.0143            0.43s
         5           1.3018           0.0116            0.38s
         6           1.2903           0.0171            0.37s
         7           1.2761           0.0097            0.35s
         8           1.2612           0.0077            0.33s
         9           1.2523           0.0208            0.32s
        10           1.2404           0.0127            0.31s
        20           1.1302           0.0172            0.18s
        30           1.0380           0.0132            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3589           0.0143            0.52s
         2           1.3459           0.0167            0.50s
         3           1.3294           0.0077            0.49s
         4           1.3145           0.0107            0.46s
         5           1.3003           0.0117            0.46s
         6           1.2910           0.0220            0.43s
         7           1.2769           0.0099            0.40s
         8           1.2654           0.0149            0.37s
         9           1.2522           0.0102            0.36s
        10           1.2399           0.0118            0.34s
        20           1.1322           0.0154            0.18s
        30           1.0389           0.0082            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3594           0.0142            0.63s
         2           1.3457           0.0155            0.48s
         3           1.3300           0.0082            0.46s
         4           1.3146           0.0082            0.45s
         5           1.3015           0.0139            0.43s
         6           1.2903           0.0186            0.41s
         7           1.2765           0.0097            0.40s
         8           1.2647           0.0151            0.38s
         9           1.2514           0.0094            0.37s
        10           1.2376           0.0071            0.36s
        20           1.1317           0.0157            0.20s
        30           1.0413           0.0177            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3593           0.0142            0.67s
         2           1.3430           0.0084            0.62s
         3           1.3294           0.0151            0.60s
         4           1.3168           0.0171            0.58s
         5           1.3031           0.0127            0.54s
         6           1.2880           0.0079            0.53s
         7           1.2759           0.0152            0.51s
         8           1.2626           0.0110            0.49s
         9           1.2505           0.0133            0.46s
        10           1.2386           0.0132            0.43s
        20           1.1267           0.0026            0.23s
        30           1.0348           0.0048            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3587           0.0146            0.49s
         2           1.3445           0.0145            0.47s
         3           1.3302           0.0126            0.46s
         4           1.3177           0.0169            0.44s
         5           1.3035           0.0109            0.43s
         6           1.2899           0.0113            0.49s
         7           1.2767           0.0117            0.58s
         8           1.2663           0.0188            0.53s
         9           1.2524           0.0079            0.49s
        10           1.2427           0.0189            0.47s
        20           1.1289           0.0069            0.23s
        30           1.0374           0.0090            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3579           0.0143            0.75s
         2           1.3437           0.0141            0.62s
         3           1.3285           0.0066            0.57s
         4           1.3172           0.0267            0.53s
         5           1.3050           0.0198            0.50s
         6           1.2909           0.0072            0.47s
         7           1.2776           0.0095            0.44s
         8           1.2642           0.0085            0.42s
         9           1.2520           0.0130            0.40s
        10           1.2403           0.0142            0.38s
        20           1.1305           0.0106            0.21s
        30           1.0389           0.0084            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3576           0.0145            0.48s
         2           1.3428           0.0117            0.56s
         3           1.3302           0.0220            0.52s
         4           1.3159           0.0102            0.49s
         5           1.3020           0.0111            0.46s
         6           1.2874           0.0053            0.47s
         7           1.2760           0.0208            0.48s
         8           1.2637           0.0147            0.45s
         9           1.2519           0.0165            0.42s
        10           1.2394           0.0100            0.40s
        20           1.1297           0.0122            0.23s
        30           1.0350           0.0014            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3591           0.0144            0.51s
         2           1.3432           0.0047            0.47s
         3           1.3295           0.0151            0.40s
         4           1.3154           0.0110            0.40s
         5           1.3033           0.0205            0.39s
         6           1.2890           0.0059            0.45s
         7           1.2776           0.0209            0.43s
         8           1.2646           0.0098            0.41s
         9           1.2501           0.0005            0.39s
        10           1.2399           0.0225            0.37s
        20           1.1292           0.0049            0.25s
        30           1.0396           0.0132            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3570           0.0145            0.53s
         2           1.3431           0.0166            0.52s
         3           1.3295           0.0163            0.48s
         4           1.3171           0.0243            0.47s
         5           1.3033           0.0092            0.45s
         6           1.2914           0.0238            0.46s
         7           1.2780           0.0074            0.46s
         8           1.2647           0.0066            0.43s
         9           1.2519           0.0077            0.41s
        10           1.2422           0.0344            0.40s
        20           1.1302          -0.0015            0.21s
        30           1.0396           0.0258            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3568           0.0149            0.57s
         2           1.3428           0.0168            0.51s
         3           1.3304           0.0287            0.48s
         4           1.3170           0.0162            0.46s
         5           1.3030           0.0085            0.45s
         6           1.2896           0.0114            0.43s
         7           1.2764           0.0105            0.42s
         8           1.2634           0.0091            0.40s
         9           1.2516           0.0182            0.38s
        10           1.2387           0.0058            0.37s
        20           1.1288           0.0128            0.20s
        30           1.0357           0.0102            0.04s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3575           0.0146            0.54s
         2           1.3440           0.0202            0.51s
         3           1.3305           0.0175            0.47s
         4           1.3153          -0.0010            0.52s
         5           1.3037           0.0291            0.49s
         6           1.2892          -0.0001            0.43s
         7           1.2779           0.0266            0.41s
         8           1.2647           0.0075            0.41s
         9           1.2514           0.0039            0.38s
        10           1.2386           0.0058            0.36s
        20           1.1315           0.0244            0.20s
        30           1.0399           0.0003            0.03s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3557           0.0145            0.00s
         2           1.3438           0.0174            0.78s
         3           1.3291           0.0126            0.80s
         4           1.3157           0.0138            0.91s
         5           1.3019           0.0130            0.86s
         6           1.2895           0.0141            0.86s
         7           1.2759           0.0115            0.86s
         8           1.2670           0.0181            0.86s
         9           1.2503           0.0058            0.88s
        10           1.2391           0.0135            0.84s
        20           1.1321           0.0111            0.64s
        30           1.0354          -0.0000            0.47s
        40           0.9640           0.0120            0.36s
        50           0.8950           0.0079            0.21s
        60           0.8339           0.0038            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3576           0.0147            1.30s
         2           1.3435           0.0145            1.23s
         3           1.3290           0.0134            1.02s
         4           1.3183           0.0182            1.02s
         5           1.2997           0.0057            1.01s
         6           1.2867           0.0133            0.97s
         7           1.2774           0.0183            0.93s
         8           1.2619           0.0084            0.91s
         9           1.2525           0.0171            0.91s
        10           1.2383           0.0092            0.91s
        20           1.1307           0.0125            0.74s
        30           1.0384           0.0109            0.54s
        40           0.9640           0.0155            0.36s
        50           0.8916           0.0085            0.22s
        60           0.8310          -0.0049            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3622           0.0143            1.00s
         2           1.3437           0.0075            1.20s
         3           1.3288           0.0124            1.08s
         4           1.3128           0.0100            1.00s
         5           1.3043           0.0209            0.95s
         6           1.2879           0.0081            0.91s
         7           1.2765           0.0150            0.87s
         8           1.2637           0.0122            0.83s
         9           1.2495           0.0097            0.81s
        10           1.2424           0.0197            0.79s
        20           1.1317           0.0118            0.60s
        30           1.0403           0.0118            0.45s
        40           0.9599           0.0008            0.39s
        50           0.8947           0.0098            0.22s
        60           0.8390           0.0064            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3577           0.0143            0.96s
         2           1.3424           0.0114            0.95s
         3           1.3314           0.0205            0.97s
         4           1.3175           0.0130            0.93s
         5           1.3028           0.0101            0.94s
         6           1.2909           0.0158            0.93s
         7           1.2782           0.0131            0.92s
         8           1.2650           0.0111            0.91s
         9           1.2518           0.0102            0.90s
        10           1.2372           0.0064            0.87s
        20           1.1326           0.0159            0.70s
        30           1.0365           0.0019            0.53s
        40           0.9599           0.0121            0.37s
        50           0.8958           0.0042            0.22s
        60           0.8372           0.0062            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3578           0.0147            1.00s
         2           1.3451           0.0182            0.98s
         3           1.3296           0.0107            0.96s
         4           1.3160           0.0136            0.95s
         5           1.3035           0.0156            1.00s
         6           1.2888           0.0097            0.99s
         7           1.2773           0.0159            0.95s
         8           1.2614           0.0055            0.91s
         9           1.2513           0.0179            0.84s
        10           1.2409           0.0165            0.83s
        20           1.1298           0.0130            0.73s
        30           1.0375           0.0070            0.57s
        40           0.9545          -0.0004            0.40s
        50           0.8885          -0.0035            0.23s
        60           0.8348           0.0086            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3579           0.0144            1.07s
         2           1.3427           0.0119            1.02s
         3           1.3307           0.0182            0.99s
         4           1.3174           0.0144            0.93s
         5           1.3022           0.0090            0.92s
         6           1.2894           0.0139            0.84s
         7           1.2775           0.0149            0.85s
         8           1.2642           0.0109            0.81s
         9           1.2533           0.0157            0.78s
        10           1.2385           0.0060            0.77s
        20           1.1327           0.0173            0.63s
        30           1.0396           0.0142            0.51s
        40           0.9634           0.0118            0.38s
        50           0.8945           0.0007            0.23s
        60           0.8368           0.0035            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3587           0.0145            1.58s
         2           1.3435           0.0109            1.29s
         3           1.3318           0.0201            1.15s
         4           1.3167           0.0095            1.08s
         5           1.3016           0.0082            1.04s
         6           1.2897           0.0168            1.01s
         7           1.2774           0.0141            0.98s
         8           1.2649           0.0128            0.96s
         9           1.2523           0.0116            0.94s
        10           1.2419           0.0171            0.92s
        20           1.1286           0.0110            0.76s
        30           1.0378           0.0057            0.57s
        40           0.9615           0.0169            0.40s
        50           0.8917          -0.0122            0.23s
        60           0.8355          -0.0064            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3596           0.0144            0.64s
         2           1.3455           0.0147            0.80s
         3           1.3312           0.0128            0.85s
         4           1.3162           0.0099            0.86s
         5           1.3036           0.0160            0.96s
         6           1.2902           0.0125            0.97s
         7           1.2763           0.0102            0.89s
         8           1.2619           0.0077            0.88s
         9           1.2515           0.0187            0.97s
        10           1.2377           0.0075            0.96s
        20           1.1292           0.0176            0.68s
        30           1.0379           0.0070            0.56s
        40           0.9577           0.0099            0.39s
        50           0.8907          -0.0004            0.23s
        60           0.8313          -0.0058            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3587           0.0143            1.05s
         2           1.3455           0.0168            1.01s
         3           1.3298           0.0084            1.00s
         4           1.3156           0.0120            0.99s
         5           1.3035           0.0170            0.97s
         6           1.2900           0.0114            0.96s
         7           1.2781           0.0158            0.92s
         8           1.2643           0.0093            0.85s
         9           1.2507           0.0086            0.80s
        10           1.2396           0.0155            0.78s
        20           1.1299           0.0006            0.73s
        30           1.0393           0.0116            0.53s
        40           0.9630           0.0173            0.37s
        50           0.8963           0.0125            0.22s
        60           0.8382           0.0046            0.06s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3594           0.0143            1.00s
         2           1.3437           0.0050            0.98s
         3           1.3300           0.0150            0.96s
         4           1.3173           0.0186            0.95s
         5           1.3029           0.0075            0.94s
         6           1.2902           0.0150            1.00s
         7           1.2778           0.0157            0.98s
         8           1.2651           0.0114            0.95s
         9           1.2509           0.0019            0.93s
        10           1.2395           0.0165            0.90s
        20           1.1314           0.0217            0.75s
        30           1.0410           0.0188            0.58s
        40           0.9593           0.0010            0.41s
        50           0.8938          -0.0109            0.24s
        60           0.8372           0.0057            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3573           0.0147            0.53s
         2           1.3433           0.0152            0.80s
         3           1.3287           0.0110            0.99s
         4           1.3160           0.0191            0.87s
         5           1.3022           0.0120            0.95s
         6           1.2880           0.0069            0.86s
         7           1.2765           0.0210            0.86s
         8           1.2628           0.0076            0.85s
         9           1.2527           0.0258            0.84s
        10           1.2382          -0.0013            0.82s
        20           1.1284           0.0165            0.72s
        30           1.0369           0.0182            0.55s
        40           0.9577           0.0091            0.41s
        50           0.8906           0.0090            0.23s
        60           0.8306          -0.0061            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3579           0.0146            0.59s
         2           1.3419           0.0046            1.30s
         3           1.3298           0.0234            1.34s
         4           1.3178           0.0228            1.34s
         5           1.3037           0.0092            1.24s
         6           1.2894           0.0058            1.17s
         7           1.2794           0.0291            1.12s
         8           1.2647           0.0006            1.07s
         9           1.2505           0.0019            1.03s
        10           1.2402           0.0227            1.00s
        20           1.1302           0.0110            0.79s
        30           1.0377           0.0070            0.62s
        40           0.9597           0.0102            0.43s
        50           0.8943          -0.0006            0.25s
        60           0.8383           0.0160            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3581           0.0139            1.63s
         2           1.3438           0.0134            1.45s
         3           1.3301           0.0151            1.27s
         4           1.3160           0.0097            1.18s
         5           1.3043           0.0280            1.08s
         6           1.2901           0.0032            1.13s
         7           1.2776           0.0156            1.09s
         8           1.2651           0.0127            1.05s
         9           1.2530           0.0149            1.05s
        10           1.2392          -0.0027            1.01s
        20           1.1301           0.0110            0.78s
        30           1.0382          -0.0058            0.59s
        40           0.9595          -0.0045            0.43s
        50           0.8936          -0.0064            0.25s
        60           0.8374           0.0071            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3574           0.0154            0.99s
         2           1.3441           0.0227            0.98s
         3           1.3298           0.0117            0.96s
         4           1.3148           0.0020            0.94s
         5           1.3030           0.0282            0.93s
         6           1.2894           0.0089            0.99s
         7           1.2770           0.0177            0.92s
         8           1.2642           0.0113            0.96s
         9           1.2513           0.0085            0.93s
        10           1.2373          -0.0039            0.87s
        20           1.1289           0.0051            0.74s
        30           1.0352           0.0038            0.58s
        40           0.9568           0.0006            0.41s
        50           0.8905          -0.0058            0.25s
        60           0.8347           0.0162            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3579           0.0142            0.99s
         2           1.3432           0.0096            0.98s
         3           1.3310           0.0289            0.96s
         4           1.3157          -0.0018            0.94s
         5           1.3045           0.0336            0.96s
         6           1.2899          -0.0011            0.92s
         7           1.2775           0.0164            1.03s
         8           1.2648           0.0113            1.01s
         9           1.2519           0.0079            1.02s
        10           1.2400           0.0131            0.99s
        20           1.1313           0.0095            0.76s
        30           1.0390           0.0118            0.61s
        40           0.9601           0.0049            0.42s
        50           0.8943          -0.0232            0.24s
        60           0.8388          -0.0113            0.07s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3567           0.0143            2.00s
         2           1.3460           0.0194            1.98s
         3           1.3302           0.0110            1.97s
         4           1.3132           0.0088            1.95s
         5           1.2994           0.0124            1.95s
         6           1.2911           0.0201            1.61s
         7           1.2790           0.0139            1.64s
         8           1.2656           0.0112            1.66s
         9           1.2523           0.0110            1.70s
        10           1.2405           0.0127            1.78s
        20           1.1332           0.0152            1.61s
        30           1.0359           0.0005            1.42s
        40           0.9573           0.0029            1.24s
        50           0.8935           0.0042            1.10s
        60           0.8415           0.0182            0.98s
        70           0.7942           0.0211            0.82s
        80           0.7440          -0.0092            0.68s
        90           0.7125           0.0113            0.54s
       100           0.6778           0.0067            0.40s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3590           0.0146            1.99s
         2           1.3453           0.0154            2.01s
         3           1.3286           0.0098            1.99s
         4           1.3140           0.0123            1.97s
         5           1.3039           0.0187            1.56s
         6           1.2858           0.0060            1.61s
         7           1.2765           0.0184            1.64s
         8           1.2645           0.0136            1.66s
         9           1.2523           0.0127            1.68s
        10           1.2451           0.0195            1.68s
        20           1.1247           0.0026            1.50s
        30           1.0336           0.0031            1.35s
        40           0.9594           0.0043            1.22s
        50           0.8866           0.0045            1.09s
        60           0.8343           0.0100            0.94s
        70           0.7808           0.0056            0.81s
        80           0.7428           0.0043            0.66s
        90           0.6969          -0.0092            0.52s
       100           0.6711           0.0107            0.39s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3569           0.0145            1.47s
         2           1.3416           0.0127            1.72s
         3           1.3313           0.0194            1.80s
         4           1.3157           0.0104            1.82s
         5           1.3054           0.0179            1.45s
         6           1.2899           0.0096            1.52s
         7           1.2788           0.0153            1.56s
         8           1.2629           0.0078            1.59s
         9           1.2546           0.0183            1.61s
        10           1.2407           0.0094            1.76s
        20           1.1328           0.0137            1.57s
        30           1.0422           0.0167            1.36s
        40           0.9569           0.0062            1.20s
        50           0.8925           0.0041            1.05s
        60           0.8372          -0.0008            0.92s
        70           0.7883          -0.0032            0.79s
        80           0.7425           0.0083            0.66s
        90           0.7098           0.0142            0.53s
       100           0.6725          -0.0032            0.39s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3589           0.0144            1.94s
         2           1.3449           0.0146            1.97s
         3           1.3302           0.0118            2.24s
         4           1.3164           0.0130            2.22s
         5           1.3025           0.0120            2.16s
         6           1.2905           0.0157            2.11s
         7           1.2782           0.0140            2.07s
         8           1.2637           0.0080            2.04s
         9           1.2524           0.0148            2.05s
        10           1.2408           0.0134            2.08s
        20           1.1307           0.0126            1.67s
        30           1.0383           0.0035            1.62s
        40           0.9645           0.0064            1.44s
        50           0.8951           0.0084            1.27s
        60           0.8421           0.0133            1.10s
        70           0.7850          -0.0049            0.95s
        80           0.7485           0.0252            0.79s
        90           0.7088          -0.0062            0.63s
       100           0.6720          -0.0040            0.46s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3561           0.0146            2.00s
         2           1.3441           0.0196            1.98s
         3           1.3287           0.0108            1.97s
         4           1.3144           0.0124            1.95s
         5           1.3008           0.0129            1.55s
         6           1.2877           0.0133            1.60s
         7           1.2761           0.0160            1.63s
         8           1.2636           0.0127            1.66s
         9           1.2516           0.0135            1.67s
        10           1.2380           0.0090            1.68s
        20           1.1267           0.0070            1.53s
        30           1.0370           0.0121            1.44s
        40           0.9569           0.0101            1.49s
        50           0.8887          -0.0003            1.35s
        60           0.8321           0.0021            1.16s
        70           0.7814          -0.0022            0.99s
        80           0.7411           0.0090            0.81s
        90           0.6998          -0.0148            0.64s
       100           0.6713           0.0129            0.47s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3553           0.0146            2.20s
         2           1.3430           0.0186            2.00s
         3           1.3284           0.0124            1.90s
         4           1.3173           0.0193            1.90s
         5           1.3024           0.0098            4.17s
         6           1.2876           0.0090            4.06s
         7           1.2758           0.0155            3.63s
         8           1.2636           0.0135            3.51s
         9           1.2537           0.0177            3.43s
        10           1.2412           0.0112            3.33s
        20           1.1320           0.0148            2.47s
        30           1.0402           0.0076            2.01s
        40           0.9611           0.0094            1.67s
        50           0.8934           0.0023            1.41s
        60           0.8345           0.0001            1.20s
        70           0.7892           0.0039            1.02s
        80           0.7480           0.0013            0.86s
        90           0.7070          -0.0029            0.67s
       100           0.6679          -0.0176            0.49s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3576           0.0142            2.68s
         2           1.3429           0.0126            2.38s
         3           1.3285           0.0120            2.47s
         4           1.3160           0.0168            2.34s
         5           1.3020           0.0116            2.29s
         6           1.2901           0.0164            2.20s
         7           1.2764           0.0102            2.15s
         8           1.2638           0.0124            2.16s
         9           1.2533           0.0178            2.17s
        10           1.2400           0.0086            2.13s
        20           1.1322           0.0194            1.85s
        30           1.0383           0.0066            1.66s
        40           0.9632           0.0199            1.50s
        50           0.8937           0.0105            1.42s
        60           0.8349           0.0122            1.22s
        70           0.7858          -0.0005            1.02s
        80           0.7468           0.0061            0.84s
        90           0.7107           0.0227            0.67s
       100           0.6767           0.0158            0.49s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3579           0.0146            3.51s
         2           1.3422           0.0101            2.98s
         3           1.3305           0.0210            2.47s
         4           1.3155           0.0102            2.37s
         5           1.3053           0.0232            2.29s
         6           1.2899           0.0065            2.13s
         7           1.2764           0.0112            2.24s
         8           1.2645           0.0148            2.27s
         9           1.2511           0.0095            2.16s
        10           1.2411           0.0187            2.10s
        20           1.1283           0.0077            1.98s
        30           1.0360           0.0018            1.74s
        40           0.9564           0.0119            1.47s
        50           0.8933           0.0152            1.34s
        60           0.8308          -0.0088            1.15s
        70           0.7847          -0.0047            0.98s
        80           0.7376          -0.0105            0.82s
        90           0.7092           0.0241            0.65s
       100           0.6702          -0.0096            0.48s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3578           0.0142            0.90s
         2           1.3443           0.0164            1.32s
         3           1.3287           0.0087            1.53s
         4           1.3158           0.0159            1.64s
         5           1.3040           0.0178            1.69s
         6           1.2911           0.0137            1.71s
         7           1.2764           0.0072            1.73s
         8           1.2636           0.0118            1.74s
         9           1.2503           0.0097            1.74s
        10           1.2413           0.0210            1.74s
        20           1.1300           0.0054            1.65s
        30           1.0377           0.0144            1.51s
        40           0.9622           0.0032            1.33s
        50           0.8958           0.0065            1.29s
        60           0.8366          -0.0033            1.16s
        70           0.7840          -0.0084            0.98s
        80           0.7403          -0.0150            0.80s
        90           0.7074          -0.0121            0.64s
       100           0.6767           0.0075            0.47s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.3563           0.0143            2.00s
         2           1.3442           0.0259            3.49s
         3           1.3287           0.0049            3.16s
         4           1.3159           0.0182            2.61s
         5           1.3041           0.0220            2.46s
         6           1.2911           0.0137            2.35s
         7           1.2763           0.0012            2.37s
         8           1.2641           0.0147            2.21s
         9           1.2519           0.0136            2.22s
        10           1.2414           0.0214            2.11s
        20           1.1291           0.0021            1.96s
        30           1.0374          -0.0000            1.75s
        40           0.9598           0.0127            1.53s
        50           0.8958           0.0133            1.36s
        60           0.8352          -0.0171            1.18s
        70           0.7846          -0.0201            1.04s
        80           0.7458          -0.0036            0.88s
        90           0.7083           0.0032            0.71s
