      Iter       Train Loss      OOB Improve   Remaining Time 
         6           0.8267           0.0599            1.60s
         7           0.7671           0.0342            1.63s
         8           0.7340           0.0576            1.65s
         9           0.6932           0.0320            1.80s
        10           0.6638           0.0355            1.84s
        20           0.4811           0.0004            1.69s
        30           0.3939           0.0173            1.57s
        40           0.3478          -0.0007            1.35s
        50           0.3171          -0.0126            1.16s
        60           0.2957           0.0113            1.00s
        70           0.2869           0.0158            0.85s
        80           0.2724           0.0179            0.70s
        90           0.2550           0.0129            0.55s
       100           0.2393          -0.0168            0.41s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.2345           0.1381            3.16s
         2           1.1245           0.1157            1.98s
         3           1.0306           0.0922            1.97s
         4           0.9530           0.0796            1.96s
         5           0.8856           0.0659            1.95s
         6           0.8257           0.0537            1.93s
         7           0.7797           0.0538            1.91s
         8           0.7371           0.0418            1.66s
         9           0.6965           0.0306            1.67s
        10           0.6656           0.0328            1.67s
        20           0.4779           0.0193            1.71s
        30           0.4080           0.0373            1.61s
        40           0.3454          -0.0082            1.37s
        50           0.3038          -0.0197            1.18s
        60           0.2974           0.0083            1.02s
        70           0.2810           0.0057            0.86s
        80           0.2657          -0.0058            0.70s
        90           0.2430          -0.0051            0.56s
       100           0.2417          -0.0036            0.41s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.2356           0.1383            1.67s
         2           1.1134           0.1022            1.53s
         3           1.0232           0.1012            1.68s
         4           0.9457           0.0814            1.74s
         5           0.8716           0.0591            2.17s
         6           0.8173           0.0627            2.49s
         7           0.7729           0.0556            2.57s
         8           0.7310           0.0430            2.48s
         9           0.6870           0.0274            2.41s
        10           0.6605           0.0424            2.35s
        20           0.4650           0.0178            1.88s
        30           0.3932           0.0200            1.61s
        40           0.3363          -0.0205            1.42s
        50           0.3117          -0.0017            1.21s
        60           0.2924           0.0095            1.06s
        70           0.2827           0.0151            0.90s
        80           0.2587          -0.0060            0.74s
        90           0.2402          -0.0186            0.59s
       100           0.2367          -0.0007            0.44s
      Iter       Train Loss      OOB Improve   Remaining Time 
         1           1.2317           0.1389            2.01s
         2           1.1227           0.1211            1.99s
         3           1.0278           0.0889            1.73s
         4           0.9502           0.0818            1.78s
         5           0.8833           0.0666            1.81s
         6           0.8268           0.0584            1.84s
         7           0.7777           0.0478            2.10s
         8           0.7323           0.0385            2.05s
         9           0.6954           0.0360            2.24s
        10           0.6575           0.0208            2.33s
        20           0.4769           0.0084            2.17s
        30           0.3919          -0.0029            1.84s
        40           0.3481           0.0029            1.66s
        50           0.3207           0.0110            1.40s
        60           0.2942           0.0034            1.19s
